525	2 6 6 13	7.5	85.6%	7.68	3.28
526	3 5 5 7	7.5	90.1%	7.73	3.12
527	3 7 9 10	7.5	92.3%	8.15	3.51
528	4 4 7 9	7.5	93.5%	7.92	3.35
529	5 6 11 13	7.5	91.5%	8.03	3.48
530	1 4 5 5	7.51	95.9%	7.98	2.7
531	2 4 8 10	7.51	97.8%	8.01	2.65
532	3 5 6 12	7.51	93.3%	8.06	3.19
533	2 8 12 13	7.52	89.8%	7.87	3.62
534	5 5 10 11	7.52	87.4%	7.89	3.53
535	5 7 13 13	7.52	93.9%	7.94	3.19
536	1 2 2 4	7.54	95.8%	7.88	2.41
537	3 6 10 12	7.54	93.3%	8.08	3.41
538	1 2 4 13	7.55	93.8%	7.9	2.88
539	2 10 10 13	7.55	89.9%	7.72	2.87
540	5 6 10 10	7.56	87.3%	7.94	3.61
541	3 3 10 13	7.58	89.4%	7.84	3.48
542	3 4 4 7	7.58	90.5%	8.04	3.41
543	6 7 11 13	7.58	90%	8.01	3.5
544	9 11 13 13	7.58	92.1%	8.13	3.17
545	6 6 7 10	7.59	84.6%	7.8	4.04
546	2 6 6 6	7.6	95.8%	8.16	3.06
547	2 7 8 8	7.6	92.6%	8.02	3.08
548	3 3 5 5	7.6	89.6%	7.82	3.16
549	3 4 9 12	7.6	95%	8.05	3.06
550	2 2 7 8	7.61	93.1%	7.97	3.02
551	9 10 10 13	7.61	95.1%	8.01	3.05
552	3 9 12 12	7.63	90.9%	8.16	3.39
553	1 9 11 11	7.64	89.6%	7.75	2.93
554	4 7 9 9	7.64	86.6%	7.75	3.24
555	1 2 12 13	7.65	95.6%	8.31	3.28
556	1 4 9 12	7.65	96.1%	8.34	3.36
557	2 4 4 13	7.66	85.5%	7.79	3.44
558	8 11 12 12	7.66	78.4%	7.28	3.56
559	1 2 9 12	7.67	92.1%	8.33	3.81
560	1 3 8 12	7.67	96.5%	8.18	2.9
561	2 3 5 6	7.67	94.8%	8.1	2.97
562	2 6 6 11	7.68	83.3%	7.5	3.15
563	3 5 8 11	7.68	89.7%	8.04	3.44
564	4 7 9 10	7.68	90.3%	8.16	3.6
565	2 3 4 12	7.69	94.4%	8.27	3.39
566	2 4 5 13	7.69	94.5%	8.26	3.31
567	3 3 4 12	7.69	95.2%	8.38	3.22
568	3 6 12 12	7.71	93.5%	8.37	3.54
569	4 5 7 8	7.71	95.5%	8.22	3.14
570	2 2 4 10	7.72	94%	8.1	2.99
571	2 4 4 11	7.72	84.3%	7.76	3.53
572	2 6 8 11	7.72	93.2%	8.17	3.4
573	3 6 6 9	7.73	96%	8.23	2.92
574	1 4 10 11	7.74	95.1%	8.19	3.19
575	1 6 9 13	7.74	90.7%	8.15	3.99
576	2 2 2 10	7.75	94.4%	8.25	3.41
577	1 3 5 11	7.76	93.5%	8.13	2.82
578	3 3 8 9	7.76	89%	8.18	3.71
579	1 2 2 5	7.77	94.7%	8.03	2.83
580	3 3 4 7	7.77	90.4%	8.29	3.54
581	3 4 4 9	7.77	90.7%	8.36	3.42
582	3 4 4 12	7.77	90.5%	8.1	3.35
583	4 4 4 5	7.78	85%	7.81	3.72
584	6 6 10 12	7.78	93.6%	8.21	3.1
585	1 4 8 11	7.8	95.5%	8.25	2.79
586	1 4 4 9	7.81	94.1%	8.22	3.24
587	4 8 10 11	7.81	90.1%	8.11	3.52
588	6 6 9 12	7.81	92.8%	8.21	3.31
589	3 9 10 10	7.82	85%	7.74	3.4
590	3 6 10 10	7.83	85.4%	7.86	3.6
591	1 5 6 10	7.85	91.6%	8.17	3.23
592	2 6 11 13	7.85	89.6%	7.94	3.3
593	5 6 7 8	7.85	93.4%	8.29	3.09
594	1 2 6 9	7.86	94.3%	8.36	3.54
595	4 5 10 11	7.87	87.9%	8.36	4.22
596	5 6 6 6	7.87	87.6%	7.96	3.38
597	1 2 4 11	7.88	91.7%	8.16	2.85
598	2 5 5 11	7.88	82.8%	7.79	3.45
599	3 4 7 9	7.88	93.1%	8.39	3.74
600	4 8 9 10	7.89	88.9%	8.13	3.34
601	1 2 5 9	7.9	95.1%	8.48	3.13
602	2 2 4 8	7.9	95.8%	8.47	3.13
603	1 4 4 10	7.91	91.9%	8.15	3.45
604	3 6 7 9	7.91	92.9%	8.46	3.57
605	2 3 3 6	7.92	96.3%	8.37	2.84
606	3 4 5 5	7.92	94.3%	8.64	3.62
607	3 12 12 13	7.92	92.5%	8.28	3.17
608	5 8 8 9	7.92	87.3%	8.17	3.94
609	8 9 11 13	7.92	90.3%	8.35	3.84
610	2 2 6 12	7.93	94.2%	8.53	3.44
611	2 3 5 11	7.93	95%	8.49	3.28
612	2 4 6 10	7.93	94%	8.38	3.37
613	5 8 8 13	7.93	92.4%	8.3	3.58
614	2 2 9 11	7.94	91.1%	8.28	3.28
615	2 5 6 13	7.94	91.8%	8.47	3.64
616	8 10 13 13	7.94	92.3%	8.37	3.39
617	3 5 8 8	7.95	92.5%	8.47	3.83
618	3 7 12 12	7.95	91.4%	8.26	3.35
619	2 6 8 10	7.97	93.2%	8.49	3.6
620	3 4 12 13	7.97	93.3%	8.58	3.78
621	5 6 10 11	7.97	90.2%	8.34	3.65
622	2 5 6 7	7.98	92.4%	8.46	3.61
623	2 7 8 11	7.98	94.8%	8.6	3.53
624	6 7 8 10	7.98	91.5%	8.46	3.56
625	8 10 10 12	7.99	94.4%	8.5	3.36
626	2 2 3 7	8	88.4%	8.48	3.91
627	2 4 8 8	8	93.9%	8.74	4.1
628	1 3 12 12	8.01	85.5%	8.3	4.4
629	2 2 3 3	8.01	93%	8.37	3.23
630	3 12 12 12	8.01	91.1%	8.34	3.47
631	4 5 8 9	8.01	89.1%	8.39	4.01
632	5 5 8 8	8.01	85%	8.23	3.65
633	1 3 6 9	8.02	93.3%	8.56	3.22
634	2 7 7 11	8.02	86.7%	8.11	3.81
635	10 12 13 13	8.02	94.3%	8.47	3.03
636	4 10 12 12	8.03	92.1%	8.5	3.36
637	3 4 10 12	8.04	92.5%	8.42	3.52
638	10 11 12 13	8.04	96%	8.71	3.52
639	2 7 11 12	8.07	91.8%	8.45	3.39
640	4 6 8 9	8.07	93.2%	8.51	3.51
641	7 8 11 13	8.07	90%	8.66	3.95
642	1 1 7 10	8.08	84.8%	8.21	4.34
643	1 3 4 13	8.08	93.7%	8.71	3.69
644	1 4 6 11	8.08	92.8%	8.41	3.25
645	4 4 10 12	8.08	90.9%	8.53	3.91
646	4 8 8 9	8.08	92.2%	8.41	3.09
647	3 9 12 13	8.09	89.4%	8.56	3.99
648	3 6 9 10	8.1	92.4%	8.47	3.58
649	6 8 8 10	8.11	91%	8.54	3.89
650	1 4 5 11	8.14	90.8%	8.44	3.92
651	1 4 9 11	8.14	94.5%	8.85	3.76
652	4 4 6 12	8.15	93.7%	8.81	3.78
653	2 8 8 9	8.16	90.3%	8.47	3.38
654	3 4 9 11	8.16	89.8%	8.45	4.06
655	1 5 9 10	8.18	93.3%	8.67	3.84
656	1 6 11 12	8.18	89.1%	8.2	2.86
657	2 3 4 8	8.18	92.8%	8.92	4.09
658	2 4 8 11	8.18	93.1%	8.58	3.67
659	2 7 9 10	8.18	94.1%	8.63	3.22
660	4 5 9 10	8.18	90.5%	8.49	3.61
661	2 2 6 10	8.19	95.2%	8.65	3.02
662	2 4 9 13	8.19	93.5%	8.63	3.6
663	3 7 10 11	8.19	90.6%	8.44	3.48
664	5 5 8 9	8.19	89.8%	8.71	3.96
665	3 7 8 12	8.21	95%	8.7	3.22
666	4 4 8 11	8.21	86.8%	8.3	3.7
667	5 8 9 11	8.21	89.8%	8.46	3.7
668	9 10 12 13	8.22	93.5%	8.81	3.56
669	1 5 5 13	8.23	93.4%	8.5	3.3
670	2 4 4 4	8.24	94.6%	8.72	3.12
671	3 4 5 10	8.24	90.2%	8.68	4.06
672	1 8 11 13	8.25	87.8%	8.43	3.7
673	2 4 7 10	8.25	91.4%	8.58	3.77
674	4 6 8 12	8.26	94.3%	8.91	3.52
675	4 7 9 12	8.26	94.9%	8.76	3.31
676	6 6 8 11	8.26	83.2%	8.09	4.09
677	2 5 10 11	8.27	94.4%	8.9	3.53
678	1 3 4 9	8.28	94.4%	8.78	3.8
679	2 8 9 10	8.28	88.8%	8.52	3.88
680	3 5 6 6	8.28	92.2%	8.82	3.64
681	5 8 11 13	8.29	88.7%	8.41	3.34
682	5 6 9 10	8.3	91%	8.83	3.84
683	2 8 9 13	8.31	90.2%	8.56	3.64
684	3 4 7 10	8.31	93.4%	8.6	3.43
685	2 4 9 9	8.32	90.9%	8.62	3.83
686	4 4 4 9	8.32	88.6%	8.47	3.95
687	6 6 7 9	8.32	90.8%	8.69	3.73
688	1 3 6 13	8.33	91.9%	8.62	3.24
689	2 2 4 11	8.33	91.7%	8.74	3.71
690	2 8 8 11	8.33	84.1%	8.14	3.44
691	6 8 8 11	8.33	87.7%	8.66	3.83
692	1 2 2 7	8.35	91.8%	8.79	3.44
693	1 6 12 13	8.35	89.1%	8.52	3.32
694	7 8 8 11	8.35	80.4%	8.08	4.44
695	2 9 10 11	8.37	88.5%	8.35	3.32
696	3 3 7 11	8.37	92.6%	8.73	3.57
697	2 4 8 12	8.38	93.7%	9.12	4.33
698	1 2 7 8	8.39	94.7%	9	3.53
699	1 2 8 9	8.39	93.5%	8.99	3.44
700	2 9 10 13	8.4	90.3%	9.1	4.13
701	1 2 6 13	8.41	90.9%	8.97	3.99
702	1 4 9 10	8.42	93.6%	8.96	3.71
703	4 4 6 11	8.42	86.4%	8.58	4.41
704	4 4 7 12	8.44	89.4%	8.82	4.16
705	4 7 8 9	8.44	92.4%	8.85	3.66
706	1 3 4 10	8.45	92.9%	8.73	3.33
707	2 2 3 13	8.45	88.1%	8.55	3.5
708	1 4 6 7	8.46	87.8%	8.82	4.55
709	6 6 9 11	8.46	89.5%	8.96	4.11
710	2 10 11 13	8.47	89.5%	8.54	3.39
711	4 4 4 11	8.47	86%	8.67	4.5
712	1 11 13 13	8.48	92%	8.84	3.69
713	3 3 8 12	8.48	91.5%	9.04	3.85
714	6 8 10 13	8.48	86.7%	8.52	3.69
715	5 7 8 8	8.49	82.9%	8.41	4.58
716	6 6 8 9	8.49	90.9%	8.83	3.54
717	2 9 12 13	8.5	90.4%	8.98	3.93
718	4 4 9 11	8.51	82.6%	8.32	4.51
719	5 6 10 13	8.51	91.7%	9.22	4.22
720	2 3 3 7	8.52	92.2%	8.96	3.77
721	3 11 12 12	8.53	90.8%	8.82	3.28
722	2 6 6 10	8.54	93.9%	8.98	3.51
723	3 6 8 9	8.54	93.8%	8.97	3.23
724	3 7 7 13	8.54	93.3%	8.9	3.15
725	4 5 6 7	8.54	90.7%	9.02	3.84
726	3 7 10 13	8.55	88.5%	9.15	4.62
727	2 2 8 10	8.58	94.2%	9.16	3.19
728	2 4 6 9	8.58	92%	9.11	4.25
729	1 6 10 13	8.59	87.1%	8.72	4.14
730	1 2 9 13	8.6	93.4%	9.31	4.23
731	2 4 6 6	8.61	94.2%	9.35	4.05
732	6 8 9 13	8.61	94.2%	9.31	3.94
733	1 2 3 3	8.62	95.8%	9.03	2.96
734	1 3 4 7	8.62	95.2%	9.43	3.81
735	2 3 10 13	8.63	93.6%	9.19	4
736	1 3 8 8	8.64	87.1%	8.98	4.51
737	2 2 4 13	8.65	91%	9.21	4.15
738	4 6 10 12	8.65	93.6%	9.22	3.86
739	1 2 6 11	8.66	90.4%	9.17	4.24
740	2 6 7 8	8.66	89.7%	9.07	3.89
741	1 2 5 13	8.67	94.1%	9.25	3.76
742	6 6 8 10	8.67	90.2%	8.92	3.91
743	2 9 11 11	8.68	89.1%	9.11	3.96
744	3 6 7 12	8.68	89.8%	8.98	3.87
745	4 8 9 11	8.68	93.2%	9.24	3.87
746	1 2 3 11	8.69	95.8%	9.06	3.43
747	4 5 9 13	8.69	89.3%	9.39	4.78
748	1 3 9 13	8.71	93.7%	9.33	4.17
749	2 3 7 11	8.71	92.1%	9.17	4.21
750	4 4 8 10	8.71	91.5%	9.1	4.31
751	2 8 11 12	8.72	88.3%	8.97	4.27
752	2 4 10 13	8.73	89.2%	9.28	4.62
753	2 4 7 11	8.75	92.7%	9.14	3.85
754	3 9 9 10	8.75	86.5%	8.74	3.74
755	2 3 5 9	8.76	92.3%	9.35	4.36
756	6 6 8 13	8.76	83.9%	8.68	4.24
757	4 5 8 12	8.77	93%	9.26	3.83
758	4 8 8 12	8.77	94.7%	9.39	3.78
759	6 8 12 12	8.78	91.2%	9.45	4.15
760	5 5 9 10	8.79	87.5%	9.13	4.27
761	3 4 7 7	8.81	94.1%	9.49	3.84
762	5 6 6 10	8.81	89%	9.15	3.94
763	4 11 12 13	8.83	90.9%	9.32	3.96
764	9 10 11 13	8.83	89.4%	9.06	3.8
765	4 12 12 12	8.85	85.8%	9.19	4.69
766	2 8 9 11	8.86	90.6%	9.29	3.83
767	8 8 9 13	8.87	82%	8.58	4.64
768	3 4 4 5	8.88	91.6%	9.23	4.04
769	1 1 3 10	8.91	88.2%	8.98	3.94
770	2 2 5 6	8.91	88.7%	9.18	4.26
771	3 9 10 12	8.91	90.2%	9.18	3.59
772	4 4 8 13	8.91	86.7%	8.8	4.09
773	1 5 5 9	8.92	88.3%	8.99	3.55
774	2 3 4 13	8.92	90.9%	9.3	3.91
775	4 5 8 8	8.92	86.8%	8.94	4.07
776	2 2 5 7	8.94	89.1%	8.98	3.6
777	2 3 9 9	8.94	90.7%	9.32	3.85
778	2 5 8 13	8.94	92.6%	9.47	3.98
779	3 10 11 12	8.94	89.3%	9.15	3.74
780	2 5 7 10	8.95	92.3%	9.3	3.73
781	3 5 9 12	8.95	90.1%	9.29	4.08
782	4 4 5 10	8.95	86.4%	9.16	4.77
783	5 5 6 7	8.97	91.1%	9.46	4
784	6 6 6 12	8.97	89.2%	9.18	4.48
785	3 5 6 9	8.98	92.4%	9.42	3.65
786	1 2 4 9	8.99	90.9%	9.36	3.93
787	1 3 5 10	8.99	93.2%	9.51	3.68
788	2 10 11 11	9.04	86.3%	9.08	3.98
789	1 2 4 5	9.05	90.8%	9.5	4.25
790	2 5 8 9	9.05	92.4%	9.45	3.71
791	5 10 10 12	9.05	86.5%	9.09	3.61
792	1 4 5 10	9.06	91.1%	9.17	3.6
793	1 4 6 9	9.07	86.3%	8.93	3.99
794	2 2 3 6	9.07	92%	9.34	3.94
795	3 5 6 7	9.07	89.5%	9.13	3.8
796	5 11 12 12	9.07	83.2%	8.91	4.1
797	7 8 10 13	9.07	92.3%	9.57	4.2
798	1 3 3 10	9.1	89.7%	9.19	4.1
799	2 11 12 13	9.1	89.8%	9.54	3.98
800	4 5 5 9	9.1	91.7%	9.49	3.96
801	4 7 10 10	9.1	84.3%	8.94	4.19
802	5 6 7 12	9.1	84.7%	9.03	4.03
803	7 12 12 13	9.1	82.4%	8.9	4.13
804	1 7 12 12	9.11	80.7%	8.59	4.18
805	2 3 4 11	9.11	88.6%	9.36	4.15
806	1 1 4 10	9.13	85.7%	9.1	5.09
807	1 3 5 7	9.13	90%	9.39	4.03
808	2 3 6 10	9.13	92.5%	9.32	3.67
809	1 5 9 11	9.14	92.9%	9.66	3.98
810	1 5 6 8	9.15	90.4%	9.3	3.93
811	3 4 7 11	9.15	87.2%	9.05	4.5
812	2 2 3 11	9.16	86.1%	9.33	4.3
813	4 7 7 11	9.16	87.6%	9.47	4.52
814	6 8 11 13	9.17	86.2%	9.58	4.66
815	3 3 6 11	9.18	90.3%	9.59	4.25
816	8 8 8 13	9.18	84.3%	9.16	4.19
817	1 2 7 9	9.19	93%	9.66	3.79
818	2 3 8 12	9.2	93.8%	9.79	3.8
819	3 6 12 13	9.2	86.2%	9.18	4.53
820	3 4 6 10	9.21	90.2%	9.92	4.84
821	1 5 10 13	9.22	88.4%	9.23	3.4
822	2 3 3 9	9.23	93.6%	9.65	3.7
823	3 4 5 9	9.26	84.9%	9.19	4.5
824	3 7 7 10	9.26	89.2%	9.65	4.26
825	2 8 8 10	9.27	92.8%	9.48	3.73
826	4 5 7 11	9.31	87.4%	9.66	4.9
827	2 3 4 4	9.32	93.6%	9.72	3.55
828	2 2 5 11	9.35	87.4%	9.55	4.53
829	3 5 5 9	9.35	83%	9.09	4.16
830	2 2 6 8	9.36	95.5%	9.83	3.62
831	4 5 5 7	9.37	82.6%	9.11	4.28
832	2 7 9 13	9.39	87.4%	9.79	4.79
833	5 8 9 12	9.39	92%	9.84	3.91
834	3 3 3 9	9.42	84.4%	9.5	4.8
835	3 7 8 9	9.42	87%	9.37	3.84
836	1 6 9 10	9.43	91.6%	9.68	3.73
837	4 5 10 13	9.45	91.1%	9.9	4.44
838	4 5 7 12	9.46	87.9%	9.49	3.99
839	5 6 8 9	9.46	89.7%	9.67	4.14
840	2 2 4 9	9.47	90.6%	9.86	4.28
841	2 5 6 10	9.47	88.1%	9.56	4.49
842	5 9 9 11	9.47	89.6%	9.75	3.96
843	2 3 8 11	9.48	92.6%	10.04	4.03
844	3 4 6 12	9.48	93.1%	10.02	4.08
845	3 3 5 9	9.51	87.6%	9.6	3.98
846	2 4 5 9	9.52	86.1%	9.55	4.59
847	6 6 6 8	9.52	91.7%	9.87	4.17
848	3 3 6 9	9.53	94.2%	10.17	4.01
849	3 3 4 9	9.54	92.4%	9.83	3.82
850	3 8 9 12	9.54	90.2%	10.06	4.54
851	3 9 11 12	9.54	90%	9.92	4.47
852	4 9 12 12	9.54	89.5%	10.06	4.26
853	2 4 4 7	9.55	88.9%	9.65	4.29
854	6 7 9 12	9.55	86.5%	9.6	4.69
855	1 9 11 13	9.56	87.4%	9.57	3.99
856	4 7 11 12	9.56	86.6%	9.81	4.83
857	6 6 8 12	9.56	90.8%	9.94	4.25
858	5 7 8 9	9.57	88.3%	9.75	4.32
859	3 5 9 13	9.58	91.4%	10	4.1
860	2 3 6 11	9.59	90.4%	9.93	4.28
861	3 8 8 11	9.59	89.6%	9.84	4.58
862	2 6 8 8	9.63	92.7%	9.95	4.07
863	3 7 8 13	9.63	84.7%	9.71	4.92
864	2 2 2 5	9.64	78.4%	8.83	4.57
865	4 4 5 7	9.64	85.5%	9.47	4.56
866	2 4 6 13	9.66	87.4%	9.98	4.93
867	2 3 4 10	9.68	92%	10.05	4.06
868	4 7 8 13	9.68	90.6%	10.12	4.42
869	6 6 8 8	9.69	85.9%	9.71	4.4
870	2 3 9 13	9.73	87.4%	10.11	5.39
871	4 9 9 10	9.74	90.2%	10.14	4.16
872	3 3 7 9	9.76	90.3%	9.97	3.72
873	5 6 9 12	9.8	86.8%	9.87	4.23
874	2 4 5 11	9.82	87.7%	10.12	4.67
875	4 6 7 10	9.84	86.6%	9.99	4.62
876	3 3 3 5	9.85	85.5%	9.5	4.03
877	1 2 5 10	9.86	91.7%	10.1	4.04
878	3 3 7 12	9.87	84.2%	9.88	5.18
879	1 7 9 10	9.89	86.4%	9.84	3.89
880	1 5 5 11	9.9	87.7%	9.86	4.08
881	2 2 7 12	9.91	83.2%	9.61	4.22
882	3 6 9 11	9.91	86.5%	9.89	4.68
883	1 3 5 9	9.92	90.5%	10.25	4.32
884	1 5 6 13	9.93	90.4%	10.32	4.74
885	6 9 10 11	9.93	91.4%	10.26	4.07
886	2 5 8 11	9.94	86.2%	10.16	5.01
887	3 4 4 13	9.95	89.8%	10.15	4.16
888	6 12 13 13	9.96	87.2%	10.01	3.79
889	4 6 6 9	9.97	88.4%	10.48	5.32
890	1 4 4 8	9.98	89.7%	10.2	5.28
891	4 4 6 13	9.98	83.1%	9.55	5.1
892	6 8 9 11	9.98	84.2%	9.77	4.56
893	6 11 11 12	9.98	86.3%	9.87	3.9
894	3 4 5 6	9.99	84.1%	10	5.08
895	5 5 5 9	9.99	87.5%	9.8	4.22
896	3 3 6 10	10	86.6%	9.83	4.26
897	3 4 8 11	10	87.1%	10.01	4.92
898	6 10 12 12	10	88.7%	10.27	4.63
899	7 8 9 13	10	83.7%	9.79	4.35
900	2 4 12 12	10.01	85.2%	10	4.73
901	2 6 12 12	10.01	88.7%	10.56	5.21
902	3 3 6 13	10.01	86.1%	10.28	5.32
903	5 7 9 13	10.06	91%	10.5	4.11
904	5 6 7 13	10.08	86.3%	10.27	5.24
905	6 7 8 9	10.08	84.3%	9.81	4.45
906	6 8 9 9	10.08	86.8%	10.17	4.14
907	4 5 7 9	10.09	86.7%	10.5	5.14
908	2 4 6 7	10.1	90.5%	10.27	4.16
909	4 5 6 10	10.11	90.8%	10.63	4.42
910	4 7 9 13	10.12	84.1%	10.22	5.6
911	5 5 6 11	10.12	87%	9.98	4.48
912	2 3 6 9	10.14	93%	10.59	4.15
913	4 9 11 12	10.14	88.8%	10.34	4.31
914	1 11 11 13	10.15	87.4%	10.09	4.26
915	1 6 6 6	10.16	85.8%	9.94	4.94
916	6 9 9 11	10.16	82.6%	9.55	4.96
917	6 6 7 12	10.17	84.3%	9.99	4.65
918	1 2 4 7	10.18	89.4%	10.51	4.89
919	7 9 9 13	10.18	88.1%	10.4	4.74
920	1 5 9 13	10.21	85.1%	10.17	4.73
921	1 8 10 11	10.21	86.9%	10.15	3.43
922	1 4 5 13	10.22	88%	10.4	4.54
923	3 4 6 11	10.22	88.8%	10.41	4.61
924	6 7 8 11	10.22	83.9%	9.98	4.89
925	5 5 8 10	10.23	80.7%	9.74	4.04
926	1 3 3 11	10.25	88.1%	10.18	4.79
927	5 6 8 12	10.25	88.4%	10.4	4.07
928	6 9 12 13	10.27	88.3%	10.5	4.25
929	1 5 10 11	10.29	86.4%	10.07	3.66
930	2 4 6 12	10.31	94.5%	11.11	4.82
931	1 2 8 13	10.32	92%	10.66	4.86
932	3 3 6 7	10.32	88.6%	10.64	4.51
933	5 8 11 12	10.32	87%	10.59	4.29
934	2 4 8 9	10.34	84.4%	10.18	4.77
935	3 4 9 13	10.36	79.5%	9.3	5.26
936	5 6 8 10	10.37	86.9%	10.28	4.34
937	3 6 9 12	10.4	92.9%	10.83	4.18
938	1 3 9 9	10.42	85%	10.07	3.91
939	2 7 12 13	10.42	80.5%	9.71	4.79
940	2 6 8 12	10.48	93.7%	11.14	4.52
941	2 6 8 13	10.49	87.3%	10.74	5.02
942	8 8 10 12	10.49	79.1%	9.64	5.54
943	4 5 10 12	10.51	86.3%	10.3	4.23
944	7 8 8 12	10.52	83.7%	10.28	4.4
945	6 10 12 13	10.53	82.9%	10.2	4.76
946	1 2 7 11	10.54	87.9%	10.6	4.6
947	6 11 12 13	10.55	80%	9.72	5.03
948	2 5 10 10	10.56	78%	9.56	3.98
949	1 2 3 13	10.57	92.2%	11.05	4.83
950	5 6 6 8	10.58	81.4%	10.2	5.54
951	1 2 2 9	10.59	82.4%	9.92	4.44
952	1 5 12 12	10.59	82%	9.98	4.75
953	2 2 8 8	10.6	91.4%	10.9	4.8
954	1 3 6 11	10.62	88.3%	10.58	4.18
955	1 4 4 11	10.63	86.6%	10.62	5.2
956	1 7 10 13	10.63	84%	10.33	4.63
957	4 5 6 8	10.64	87.4%	10.62	4.35
958	2 3 9 10	10.65	89.9%	10.85	4.2
959	6 7 10 12	10.66	85.1%	10.69	4.71
960	2 2 5 12	10.68	85.1%	10.51	5.16
961	2 3 6 6	10.68	91.7%	11.08	4.41
962	2 3 6 13	10.69	90.6%	10.93	4.56
963	3 9 10 13	10.7	83.3%	10.84	6.17
964	1 9 10 13	10.71	83.3%	10.31	4.43
965	3 4 6 8	10.72	91%	11.32	5.05
966	1 3 8 13	10.73	90.7%	11.16	5.09
967	4 4 7 10	10.74	74.9%	8.9	4.32
968	5 10 12 13	10.77	83.4%	10.38	4.57
969	1 3 7 10	10.81	86.5%	10.77	5.1
970	2 3 4 7	10.83	87%	10.75	4.8
971	1 7 9 11	10.86	85.2%	10.48	4.15
972	2 3 10 12	10.87	86.6%	11.02	3.87
973	6 8 8 12	10.89	88.1%	11.22	4.86
974	1 2 7 12	10.9	78%	9.52	5.47
975	5 8 8 8	10.91	80.1%	10.46	5.19
976	1 2 6 10	10.92	86.8%	10.9	4.95
977	3 4 6 6	10.92	90.5%	11.2	4.59
978	2 5 6 6	10.93	78.6%	9.8	5.42
979	3 3 4 11	10.93	88.8%	11.05	5.46
980	2 5 7 7	10.96	83%	10.54	4.72
981	3 5 7 10	10.98	84.7%	10.62	4.97
982	2 2 8 9	10.99	87.4%	11.3	4.88
983	3 3 9 12	10.99	86.9%	11.01	4.74
984	2 3 3 10	11.04	85.3%	11.33	4.89
985	2 3 4 9	11.05	88.2%	11.12	4.69
986	4 10 12 13	11.12	81.8%	10.25	5.39
987	4 4 8 12	11.13	92%	11.66	4.92
988	7 7 8 11	11.16	79.8%	10.18	4.43
989	1 5 6 7	11.17	89.2%	11.58	4.73
990	2 4 6 11	11.17	85.3%	11.02	5.4
991	4 8 11 13	11.18	82.8%	10.48	5.07
992	3 4 8 12	11.19	88.3%	11.25	5.44
993	2 6 7 11	11.2	82.4%	10.68	5.06
994	2 4 4 6	11.22	90.1%	11.66	4.7
995	5 9 12 12	11.22	82.9%	11.04	4.92
996	4 4 5 11	11.23	85.1%	11.25	4.77
997	4 4 9 12	11.23	78.2%	10.26	4.72
998	3 3 5 12	11.25	86.8%	11.36	5.06
999	4 9 10 13	11.25	82.8%	10.77	4.81
1000	2 4 5 6	11.27	91.2%	11.79	4.53
1001	4 8 9 13	11.27	83.8%	10.79	6.09
1002	2 3 4 5	11.31	85.2%	11.09	5.7
1003	4 5 6 13	11.32	78.8%	10.16	5.03
1004	2 4 6 8	11.33	93.5%	11.78	4.49
1005	3 3 6 12	11.36	87.3%	11.62	6.18
1006	3 6 7 13	11.39	82.4%	10.81	6.15
1007	6 7 9 9	11.39	80.6%	10.63	5.87
1008	3 7 9 12	11.4	85.8%	11.48	5.53
1009	5 5 8 13	11.42	80.2%	10.78	4.49
1010	5 8 10 11	11.43	87%	11.08	4.76
1011	1 3 4 8	11.44	89.5%	11.58	4.64
1012	3 4 6 9	11.45	82.6%	10.85	5.5
1013	7 8 10 10	11.45	79%	10.67	5.04
1014	2 4 9 12	11.48	87.2%	11.46	4.91
1015	3 7 8 11	11.49	82.8%	10.99	5.42
1016	3 3 5 13	11.52	85.3%	11.5	4.71
1017	2 3 7 13	11.54	86.2%	11.57	5.27
1018	3 7 9 11	11.54	88.4%	11.79	4.81
1019	3 5 7 9	11.56	86.1%	11.46	4.87
1020	1 6 7 9	11.57	84.9%	11.43	4.67
1021	2 3 5 7	11.58	89.6%	11.69	5
1022	8 9 9 12	11.59	82.8%	11.07	4.79
1023	4 8 8 10	11.6	86%	11.71	5.53
1024	6 8 9 12	11.6	86.2%	11.62	5.1
1025	1 3 7 12	11.62	85.9%	10.97	4.89
1026	1 3 7 7	11.63	86.1%	11.5	4.61
1027	2 9 11 13	11.63	82.6%	11.23	5.23
1028	1 4 7 7	11.64	85.1%	11.48	4.67
1029	2 6 10 13	11.68	84.8%	11.4	5.55
1030	4 6 8 13	11.69	80.9%	10.96   5.25
1031	1 5 7 9	11.7	84.6%	11.28	4.91
1032	4 6 6 12	11.7	85.9%	11.68	6
1033	2 5 11 12	11.71	76.7%	10.24	5.24
1034	3 5 6 10	11.73	86%	11.72	5.81
1035	1 4 8 9	11.75	89%	11.88	4.95
1036	4 6 7 12	11.78	81.1%	11.36	5.39
1037	3 3 3 11	11.85	78.1%	10.83	5.49
1038	2 2 2 7	11.93	73.3%	9.45	5.66
1039	6 9 9 12	11.93	87.4%	12.03	5.73
1040	1 3 3 6	11.95	87.2%	11.94	5.21
1041	2 7 9 11	11.95	83.2%	11.45	5.28
1042	3 4 8 9	11.98	88.5%	12.23	5.05
1043	4 9 10 11	11.98	77%	10.45	5.62
1044	4 5 5 10	11.99	81.2%	11.11	4.49
1045	3 3 6 8	12.03	75%	10.28	5.37
